dataset,color_profile,img_x,img_y,algorithm,train_size,train_time,test_size,test_time,precision,error,origin
cifar,color,32,32,decision_tree,30000,77.19985294,10000,0.054225683,0.2644,0.7356,local_3
cifar,color,32,32,decision_tree,20000,47.84080315,10000,0.05115509,0.2517,0.7483,local_3
cifar,color,32,32,decision_tree,10000,22.10725069,10000,0.04882884,0.2414,0.7586,local_3
cifar,color,32,32,decision_tree,5000,10.1893878,10000,0.048602581,0.2281,0.7719,local_3
cifar,color,32,32,random_forest,50000,161.4058061,10000,0.54680109,0.4713,0.5287,local_3
cifar,color,32,32,random_forest,40000,125.9687562,10000,0.517920256,0.4631,0.5369,local_3
cifar,color,32,32,random_forest,30000,92.04860306,10000,0.488245726,0.4519,0.5481,local_3
cifar,color,32,32,random_forest,20000,59.02019143,10000,0.447478771,0.4453,0.5547,local_3
cifar,color,32,32,random_forest,10000,26.89910173,10000,0.395218849,0.4222,0.5778,local_3
cifar,color,32,32,random_forest,5000,12.28690267,10000,0.340560436,0.3941,0.6059,local_3
cifar,color,32,32,naive_bayes,50000,1.323752165,10000,1.80469799,0.2976,0.7024,local_3
cifar,color,32,32,naive_bayes,40000,1.089924574,10000,1.808260202,0.2971,0.7029,local_3
cifar,color,32,32,naive_bayes,30000,0.751719475,10000,1.81721282,0.2968,0.7032,local_3
cifar,color,32,32,naive_bayes,20000,0.495450258,10000,1.790216208,0.2951,0.7049,local_3
cifar,color,32,32,naive_bayes,10000,0.250399113,10000,1.793928385,0.293,0.707,local_3
cifar,color,32,32,naive_bayes,5000,0.120768547,10000,1.797996283,0.2952,0.7048,local_3
cifar,color,32,32,knn,50000,0.001999378,10000,19.84237409,0.3303,0.6697,local_3
cifar,color,32,32,knn,40000,0.002000332,10000,15.25306582,0.3234,0.6766,local_3
cifar,color,32,32,knn,30000,0.001999617,10000,11.46551394,0.315,0.685,local_3
cifar,color,32,32,knn,20000,0.00200963,10000,7.611011744,0.299,0.701,local_3
cifar,color,32,32,knn,10000,0.000999928,10000,3.786806583,0.2785,0.7215,local_3
cifar,color,32,32,knn,5000,0,10000,2.004061222,0.259,0.741,local_3
