"algorithm","train_size","color_profile","origin","train_time_mean","test_time_mean","test_sd"
"CNN",5000,"color","colab",12.226982,1.092296958,0.571180662872822
"CNN",5000,"color","local",13.3705844866667,1.17500456166667,0.302302134680636
"CNN",5000,"gray","colab",10.750175835,1.2506130935,0.148742803489325
"CNN",5000,"gray","local",12.5328832466667,1.18935004866667,0.405887436678525
"CNN",10000,"color","colab",16.680921795,1.334620118,6.00668758666517
"CNN",10000,"color","local",28.7937312933333,1.20642240833333,1.31740214279561
"CNN",10000,"gray","colab",16.169409635,1.198387742,6.68934633473996
"CNN",10000,"gray","local",26.3131585933333,1.04687317233333,0.924835604751617
"CNN",20000,"color","colab",31.01825273,1.273521781,14.8764755053662
"CNN",20000,"color","local",53.0854458033333,1.20210814466667,2.02857705206046
"CNN",20000,"gray","colab",19.80663252,1.0352874995,0.0338179616378071
"CNN",20000,"gray","local",50.1652721533333,1.075996558,1.5253138063911
"CNN",30000,"color","colab",34.26647711,1.284615278,0.263796112500846
"CNN",30000,"color","local",79.7706912333333,1.185070753,3.54442098791006
"CNN",30000,"gray","colab",33.476952435,1.3858543635,0.0306372185593365
"CNN",30000,"gray","local",73.6296911266667,1.026372115,3.91290678070092
"decision_tree",5000,"color","colab",14.517205115,0.0569765565,1.20597222044605
"decision_tree",5000,"color","local",10.2772720633333,0.0465996266666667,0.122331948076564
"decision_tree",5000,"gray","colab",4.5955754515,0.0249310735,0.172920258655732
"decision_tree",5000,"gray","local",3.544307073,0.0184882483333333,0.257262270871753
"decision_tree",10000,"color","colab",30.044071555,0.049047947,0.379149178219056
"decision_tree",10000,"color","local",22.3696812766667,0.0488904316666667,0.283866725369744
"decision_tree",10000,"gray","colab",9.6220889095,0.023189783,0.214643784415863
"decision_tree",10000,"gray","local",7.42317207666667,0.019656817,0.215070543988962
"decision_tree",20000,"color","colab",62.17603278,0.0489549635,0.641635863311432
"decision_tree",20000,"color","local",47.7483356,0.0486638543333333,1.166606635559
"decision_tree",20000,"gray","colab",21.351654295,0.0376979115,0.26134552788463
"decision_tree",20000,"gray","local",16.46630327,0.0220208963333333,0.565515832417478
"decision_tree",30000,"color","colab",98.06627774,0.049695134,1.86054531649714
"decision_tree",30000,"color","local",78.0487934733333,0.0623141126666667,1.97927690989018
"decision_tree",30000,"gray","colab",33.505184295,0.030502677,0.128918951741676
"decision_tree",30000,"gray","local",25.7167730333333,0.019818465,0.705160264109802
"knn",5000,"color","colab",0.001495957,8.926762581,5.95115209182222e-05
"knn",5000,"color","local",0.00365440066666667,1.84479920066667,0.00632960762588024
"knn",5000,"gray","colab",0.0050001145,3.5788027045,0.000340546161353348
"knn",5000,"gray","local",0.003498316,0.652748585,0.000494686768552586
"knn",10000,"color","colab",0.0018280745,17.238256095,7.92313148319528e-06
"knn",10000,"color","local",0.000999371666666667,3.55214715,9.63597599277447e-07
"knn",10000,"gray","colab",0.0080865625,6.691974044,6.89521035538441e-05
"knn",10000,"gray","local",0.00599646566666667,1.00476145766667,1.56104863580008e-05
"knn",20000,"color","colab",0.0022957325,35.32536054,0.000225232601691007
